,Target_test,Prediction_Tree,Prediction_Tree2,Prediction_Logreg,Prediction_Logreg2
201,0,0,0.0,0,0.017407498412189016
202,1,0,0.0,1,0.8099925867439358
203,0,0,0.0,0,0.040944932323050506
204,0,0,0.0,0,0.0657201803040922
205,0,0,0.0,0,0.018260320484563414
206,0,0,0.0,0,0.19777422533574934
207,0,0,0.0,0,0.04715882076321935
208,0,0,0.0,0,0.04620644593457778
209,0,0,0.0,0,0.06427447797925043
210,0,0,0.0,0,0.15572760682226683
211,0,0,0.0,0,0.03756813622612832
212,0,0,0.0,0,0.011118412342899762
213,0,0,0.0,0,0.010517402309965236
214,0,0,0.0,0,0.060341377529924224
215,0,0,0.0,0,0.018519517453334352
216,0,0,0.0,0,0.01924479627368721
217,1,0,0.0,0,0.0847326170427788
218,0,0,0.0,0,0.020158759249629395
219,0,0,0.0,0,0.29578346513236914
220,0,0,0.0,0,0.01471851057844604
221,0,0,0.0,0,0.009608445297659156
222,0,0,0.0,0,0.008914233113995073
223,0,0,0.0,0,0.006974221713547651
224,0,0,0.0,0,0.017030958353575328
225,0,0,0.0,0,0.18120271282152053
226,0,0,0.0,0,0.01643457655053082
227,0,1,1.0,1,0.8365861622247878
228,0,0,0.0,0,0.02746740160353589
229,0,0,0.0,0,0.02029210659820413
230,0,1,1.0,0,0.22220232008350224
231,0,0,0.0,0,0.15759709311573822
232,0,0,0.0,0,0.10843453218952669
233,0,0,0.0,0,0.013509871151696717
234,0,0,0.0,0,0.0376281335956898
235,0,0,0.0,0,0.20543217224894317
236,0,0,0.0,0,0.019065118420389337
237,0,0,0.0,0,0.04583033147763081
238,0,0,0.0,0,0.014334722527935868
239,0,0,0.0,0,0.020904647345867125
240,0,0,0.0,0,0.03782446174389678
241,0,0,0.0,0,0.030132475969423
242,0,0,0.0,0,0.01855075230690984
243,0,0,0.0,0,0.04303184685712932
244,0,1,1.0,0,0.24550880344198622
245,1,0,0.0,0,0.09348124666864675
246,0,0,0.0,0,0.38593079766334326
247,0,0,0.0,0,0.059191700272521026
248,0,0,0.0,0,0.009581601455201214
249,0,0,0.0,0,0.013741823555421875
250,0,0,0.0,0,0.015377340525708208
251,0,0,0.0,0,0.26152900331406187
252,0,0,0.0,0,0.02344899300389865
253,0,0,0.0,0,0.02030055503444329
254,0,0,0.0,0,0.11208968428360262
255,0,0,0.0,0,0.04628052819081539
256,0,0,0.0,1,0.8227744779164305
257,0,0,0.0,0,0.019017666894425637
258,0,0,0.0,0,0.042831573075936234
259,0,0,0.0,0,0.007453588307800851
260,0,1,1.0,1,0.869725715240155
261,0,0,0.0,0,0.012947042261049306
262,1,1,1.0,0,0.459938163954013
263,0,0,0.0,0,0.06522777896223708
264,0,0,0.0,0,0.014127561127483895
265,1,0,0.0,0,0.14013016879354143
266,0,0,0.0,0,0.01691644697110794
267,0,0,0.0,0,0.034083386442006244
268,0,0,0.0,1,0.7052609992422536
269,0,0,0.0,0,0.014432691646543103
270,1,0,0.0,0,0.12188909975589114
271,0,0,0.0,0,0.05293874334302628
272,0,0,0.0,0,0.013751031054557094
273,0,0,0.0,0,0.010243708722083505
274,0,0,0.0,0,0.027189950662054263
275,0,0,0.0,0,0.011992576231571461
276,0,0,0.0,0,0.027366826995858823
277,0,0,0.0,0,0.012107333218902293
