,Target_test,Prediction_Tree,Prediction_Tree2,Prediction_Logreg,Prediction_Logreg2
1485,0,0,0.0,0,0.019092706177150483
1486,0,0,0.0,0,0.17587066670470933
1487,0,0,0.0,0,0.032852958646722816
1488,0,0,0.0,0,0.022875589563921266
1489,0,0,0.0,0,0.14442249208277794
1490,0,0,0.0,0,0.008870290497600686
1491,0,0,0.0,0,0.023202780775213774
1492,0,0,0.0,0,0.08406261264497425
1493,0,0,0.0,0,0.14864977793488188
1494,0,0,0.0,0,0.014540340255305402
1495,0,0,0.0,0,0.038498209809210884
1496,0,0,0.0,0,0.0660233902934102
1497,1,1,1.0,1,0.7682460460838106
1498,0,0,0.0,0,0.013122262023446251
1499,0,0,0.0,0,0.011844849061908953
1500,0,0,0.0,0,0.0123285621904026
1501,1,0,0.0,1,0.7757973996720041
1502,0,0,0.0,0,0.017689810731156615
1503,0,1,1.0,0,0.3342515478242585
1504,0,0,0.0,0,0.027372728394937703
1505,0,0,0.0,1,0.6084366265211579
1506,1,0,0.0,0,0.09039565360551954
1507,0,0,0.0,0,0.03092475240415954
1508,0,0,0.0,0,0.00915624348765719
1509,0,0,0.0,0,0.03916670927496009
1510,0,0,0.0,0,0.06593055697161193
1511,0,1,1.0,0,0.4864166609635385
1512,1,1,1.0,0,0.14363457643181696
1513,1,1,1.0,0,0.07159406085460135
1514,1,0,0.0,0,0.14703579725518898
1515,0,0,0.0,0,0.023714993066147046
1516,0,0,0.0,0,0.019014871811583987
1517,0,1,1.0,0,0.1403905610197397
1518,0,0,0.0,0,0.01258541647757712
1519,1,1,1.0,0,0.3967579123724032
1520,0,0,0.0,0,0.02341486243641348
1521,1,1,1.0,0,0.2891052373361342
1522,0,0,0.0,0,0.04770970307545136
1523,0,1,1.0,0,0.2630289855058036
1524,0,1,1.0,0,0.09310366766280843
1525,0,0,0.0,0,0.008022506995365964
1526,0,0,0.0,0,0.014832920461280378
1527,0,0,0.0,0,0.0196239875138946
1528,0,1,1.0,0,0.176704919183185
1529,0,0,0.0,0,0.03929193215817462
1530,0,0,0.0,0,0.02719310185903273
1531,1,1,1.0,1,0.6991763312751953
1532,0,0,0.0,0,0.049540319384996874
1533,0,1,1.0,0,0.14231076136636855
1534,0,0,0.0,0,0.04869489245749867
1535,0,0,0.0,0,0.1940064342183077
1536,0,0,0.0,0,0.015615654811404764
1537,0,0,0.0,0,0.01401150434887754
1538,0,0,0.0,0,0.183700036939848
1539,0,0,0.0,0,0.1565046434747817
1540,0,1,1.0,1,0.7243705482739912
1541,0,0,0.0,0,0.10526078531900003
1542,0,0,0.0,0,0.027334655856406185
1543,1,1,1.0,0,0.17071000638297756
1544,1,0,0.0,1,0.8069344603844271
1545,1,0,0.0,0,0.09891851706296666
1546,0,0,0.0,0,0.03166253155042385
1547,0,0,0.0,0,0.01606338405201593
1548,1,1,1.0,1,0.7445476453595122
1549,0,0,0.0,0,0.011355232248215977
1550,0,1,1.0,0,0.3629440883466137
1551,0,0,0.0,0,0.08437537085697597
1552,0,0,0.0,0,0.014716453812769618
1553,0,0,0.0,0,0.11939625483408896
1554,1,0,0.0,0,0.08735152996934045
1555,0,0,0.0,0,0.28304244472882445
1556,0,1,1.0,0,0.13493417655263634
1557,0,0,0.0,0,0.21294289041337805
1558,0,0,0.0,0,0.011850991944422896
1559,0,0,0.0,0,0.2698422467522418
1560,0,0,0.0,0,0.02137769746269162
1561,0,0,0.0,0,0.018300107617786682
1562,0,0,0.0,0,0.056190442016791686
1563,1,0,0.0,0,0.07310508205366535
1564,0,0,0.0,0,0.0743046315948192
1565,0,0,0.0,0,0.027137072204997306
1566,0,0,0.0,0,0.1636857949670778
1567,0,1,1.0,0,0.12804087100515968
1568,0,0,0.0,0,0.014298458202438644
1569,0,0,0.0,0,0.3351056167061431
1570,0,0,0.0,0,0.011536088609132465
1571,0,0,0.0,0,0.06397375396004018
1572,0,0,0.0,0,0.03514997202469893
1573,0,0,0.0,0,0.022829552414994368
1574,0,0,0.0,0,0.011273417174107807
1575,0,0,0.0,0,0.0669411560022887
1576,0,1,1.0,0,0.27953408744106856
1577,0,0,0.0,0,0.3787689617261783
1578,0,0,0.0,0,0.014928313582025942
1579,0,0,0.0,0,0.2025156771360174
1580,0,0,0.0,0,0.013444542820346775
1581,0,0,0.0,0,0.012034495873481495
1582,0,1,1.0,0,0.3321704415555124
1583,1,0,0.0,0,0.08479865661209968
1584,0,0,0.0,0,0.17897385324736323
1585,0,0,0.0,0,0.011277395003716845
1586,1,0,0.0,0,0.38061649501986633
1587,1,0,0.0,0,0.09266941833314352
1588,1,0,0.0,1,0.8512127306559568
1589,1,1,1.0,0,0.3253372816247103
1590,0,0,0.0,0,0.015867096493974938
1591,0,0,0.0,0,0.03640552757097495
1592,0,0,0.0,0,0.026789084537236857
1593,1,0,0.0,0,0.2428118050700683
1594,0,0,0.0,0,0.010435206416722029
1595,0,0,0.0,1,0.9205588346384632
1596,0,0,0.0,0,0.011645114464485445
1597,0,0,0.0,0,0.05700802012484423
1598,0,0,0.0,0,0.03598521537211987
1599,0,0,0.0,0,0.021081607824589958
1600,0,0,0.0,0,0.010707112063695708
1601,0,0,0.0,0,0.019123290942985514
1602,0,0,0.0,0,0.020217073662306552
1603,1,0,0.0,0,0.4325429280978291
1604,0,0,0.0,0,0.017072323449642834
1605,0,0,0.0,0,0.08250568178848951
1606,0,0,0.0,0,0.07589854229038062
1607,0,0,0.0,0,0.01781086065281386
1608,1,0,0.0,0,0.1546638008396536
1609,0,0,0.0,0,0.01637121557477581
1610,0,0,0.0,0,0.018040569845179218
1611,1,0,0.0,0,0.3989552808323106
1612,1,1,1.0,0,0.4044356894127858
1613,0,0,0.0,0,0.054368942333231335
1614,0,0,0.0,0,0.013210356335316606
1615,0,0,0.0,0,0.04648275602114182
1616,0,0,0.0,0,0.0189455009246531
1617,0,0,0.0,0,0.010148864421051236
1618,0,0,0.0,0,0.022217065913694014
1619,0,0,0.0,0,0.008705713321974456
1620,0,0,0.0,0,0.016699524842495796
1621,0,1,1.0,0,0.2984277444772777
1622,0,0,0.0,0,0.020161976251410845
1623,0,1,1.0,0,0.2062981535375625
1624,0,0,0.0,0,0.012847560045545652
1625,0,0,0.0,0,0.3652840579732385
1626,0,0,0.0,0,0.02270622197498778
1627,0,0,0.0,0,0.021645849936485367
1628,0,0,0.0,0,0.04993445358216112
1629,0,0,0.0,0,0.04096102814665734
1630,0,0,0.0,0,0.017235694262844523
1631,0,0,0.0,0,0.012379789069350845
1632,0,0,0.0,0,0.012337524109965262
1633,0,1,1.0,0,0.3700721150687339
1634,0,0,0.0,0,0.022019858320324156
1635,1,1,1.0,1,0.7386795286385756
1636,0,0,0.0,0,0.017027453462234797
1637,0,0,0.0,0,0.015076365331901863
1638,0,0,0.0,0,0.017268257822355092
1639,0,0,0.0,0,0.05990497345370415
1640,1,1,1.0,1,0.6154562018950559
1641,0,0,0.0,0,0.013461094775803803
1642,0,0,0.0,0,0.013063845266382984
1643,0,0,0.0,0,0.01158066873336187
1644,1,0,0.0,0,0.1569765435886855
1645,0,0,0.0,0,0.007559180225301698
1646,0,0,0.0,0,0.15203323713446978
1647,0,0,0.0,0,0.010401088106628056
1648,0,1,1.0,1,0.6111946873162447
1649,1,0,0.0,1,0.6839156275163851
1650,0,1,1.0,0,0.025694045306465407
1651,1,0,0.0,0,0.06132812050783857
1652,0,0,0.0,0,0.011996864114133912
1653,0,0,0.0,0,0.09251406808772383
1654,1,1,1.0,1,0.957973886512918
1655,0,0,0.0,0,0.040969875346191904
1656,0,0,0.0,0,0.03576820681668611
1657,0,0,0.0,0,0.057407788913783286
1658,0,0,0.0,0,0.013150617782204969
1659,0,0,0.0,0,0.026485175905900143
1660,0,0,0.0,0,0.011527453584044365
1661,0,0,0.0,0,0.0143542266437906
1662,0,0,0.0,0,0.026310085164094846
1663,1,0,0.0,0,0.19766020453405989
1664,0,0,0.0,0,0.09994510076935269
1665,0,0,0.0,0,0.010273684364609115
1666,0,0,0.0,0,0.04766309194022034
1667,0,0,0.0,0,0.05760605365157135
1668,0,0,0.0,0,0.24481960692993132
1669,0,0,0.0,0,0.016118839271368604
1670,0,0,0.0,0,0.0162635564422909
1671,0,0,0.0,0,0.44642593177958484
1672,0,0,0.0,0,0.21406998182625275
1673,0,0,0.0,0,0.2609720540306799
1674,0,0,0.0,0,0.039145132478305
1675,0,1,1.0,1,0.5760933066084184
1676,0,0,0.0,0,0.014626464658060693
1677,0,0,0.0,0,0.02132079630148758
1678,0,1,1.0,0,0.3201765798574637
1679,1,1,1.0,1,0.6772588127540463
1680,0,0,0.0,0,0.11004735918680462
1681,1,1,1.0,0,0.22794960169844866
1682,0,0,0.0,0,0.04439766603793943
1683,1,0,0.0,0,0.38629139031192516
1684,0,0,0.0,0,0.2918866889248616
1685,0,0,0.0,0,0.012289985039635062
1686,0,0,0.0,0,0.010619270170693302
1687,0,0,0.0,0,0.005931744794041792
1688,0,1,1.0,0,0.1044236551132126
1689,0,0,0.0,0,0.018655633253976237
1690,1,1,1.0,1,0.6432006200805358
1691,0,0,0.0,0,0.05702023829428399
1692,0,0,0.0,0,0.023463265851382087
1693,0,0,0.0,0,0.00853268940046109
1694,1,0,0.0,0,0.39164961137737675
1695,0,0,0.0,0,0.3920064857898697
1696,0,0,0.0,0,0.03544220006932347
1697,0,0,0.0,0,0.19096908465536205
1698,0,0,0.0,0,0.026519122230775672
1699,0,0,0.0,0,0.04282959640395308
1700,0,0,0.0,0,0.02351845786233344
1701,0,0,0.0,0,0.01675761227280715
1702,0,1,1.0,0,0.3052582763334086
1703,0,0,0.0,0,0.010554197022794934
1704,0,1,1.0,0,0.24921507324400524
1705,1,1,1.0,0,0.29207678005992826
1706,0,0,0.0,0,0.0555154904362566
1707,0,0,0.0,0,0.00860562127495529
1708,0,0,0.0,0,0.01619676735748888
1709,0,0,0.0,0,0.023108690986158132
1710,0,0,0.0,0,0.014195786425601533
1711,0,0,0.0,0,0.07335705998824639
1712,1,0,0.0,0,0.19734395470534544
1713,0,0,0.0,0,0.3270768099605443
1714,0,0,0.0,0,0.01242654812708009
1715,0,0,0.0,0,0.017472825842107374
1716,0,0,0.0,0,0.015153188134130179
1717,0,0,0.0,0,0.03926671832604348
1718,0,0,0.0,0,0.033191492891795446
